# Generated from ../data/13JUL2013/000.dat
time steer_rate steer_rate_est
27.125 0.00563072 0.155448
27.13 0.0211614 0.157311
27.135 0.0154159 0.157007
27.14 0.0112303 0.154977
27.145 0.00818117 0.151225
27.15 0.00595991 0.146545
27.155 -0.0127178 0.142154
27.16 -0.00926475 0.140663
27.165 -0.00674926 0.143931
27.17 -0.00491676 0.151903
27.175 -0.00358181 0.160943
27.18 0.0144502 0.170844
27.185 0.0105269 0.180703
27.19 0.00766872 0.187846
27.195 0.0226461 0.191487
27.2 0.0164974 0.190327
27.205 0.0290777 0.187371
27.21 0.0211828 0.182804
27.215 0.032491 0.177982
27.22 0.0236693 0.174812
27.225 0.0343024 0.173522
27.23 0.0249889 0.173758
27.235 0.0182042 0.174844
27.24 0.0303211 0.175403
27.245 0.0391481 0.176585
27.25 0.0285189 0.174437
27.255 0.0207757 0.169302
27.26 0.0151349 0.164447
27.265 0.0110256 0.159193
27.27 0.0250916 0.156795
27.275 0.018279 0.155052
27.28 0.013316 0.15668
27.285 0.0097006 0.16134
27.29 0.00706679 0.167677
27.295 0.0222076 0.174488
27.3 0.016178 0.180968
27.305 0.0117855 0.186534
27.31 0.0085856 0.188764
27.315 0.00625452 0.185674
27.32 0.0216159 0.178815
27.325 0.0157469 0.172249
27.33 0.0114715 0.16794
27.335 0.00835684 0.166631
27.34 0.0231474 0.170433
27.345 0.0168626 0.178091
27.35 0.0293438 0.18775
27.355 0.0213767 0.197305
27.36 0.0326322 0.205706
27.365 0.0237722 0.210388
27.37 0.0343773 0.21111
27.375 0.042103 0.20852
27.38 0.0306716 0.203613
27.385 0.0394035 0.198561
27.39 0.0287051 0.191292
27.395 0.0379708 0.183479
27.4 0.0276614 0.17851
27.405 0.020151 0.177388
27.41 0.0317394 0.180956
27.415 0.0231218 0.188316
27.42 0.0339035 0.197156
27.425 0.0417579 0.20576
27.43 0.0304202 0.212702
27.435 0.0392203 0.219693
27.44 0.0285716 0.224767
27.445 0.0378736 0.225373
27.45 0.0275906 0.221401
27.455 0.0200994 0.21494
27.46 0.0146422 0.208824
27.465 0.0277262 0.203877
27.47 0.0201983 0.200604
27.475 0.0147142 0.197585
27.48 0.0107192 0.195637
27.485 0.0248683 0.196463
27.49 0.0181163 0.198933
27.495 0.030257 0.20154
27.5 0.022042 0.20463
27.505 0.0331168 0.209622
27.51 0.0411847 0.213297
27.515 0.0470622 0.213379
27.52 0.0342843 0.212015
27.525 0.0420352 0.211453
27.53 0.0306222 0.20877
27.535 0.0393674 0.20246
27.54 0.0286788 0.191631
27.545 0.0208922 0.179669
27.55 0.0152198 0.167684
27.555 0.0110875 0.154989
27.56 0.00807714 0.14217
27.565 0.00588417 0.13224
27.57 0.00428653 0.128711
27.575 0.00312269 0.129741
27.58 0.00227487 0.13543
27.585 0.0187168 0.147427
27.59 0.0136349 0.162089
27.595 0.00993288 0.174122
